id;infinitive;time;mood;person;quantity;conjugation
1134;llegir;present;imperatiu;2;plural;llegiu
1135;llegir;imperfet;indicatiu;1;singular;llegia
1136;llegir;imperfet;indicatiu;2;singular;llegies
1137;llegir;imperfet;indicatiu;3;singular;llegia
1138;llegir;imperfet;indicatiu;1;plural;llegíem
1139;llegir;imperfet;indicatiu;2;plural;llegíeu
1140;llegir;imperfet;indicatiu;3;plural;llegien
1141;llegir;imperfet;subjuntiu;1;singular;llegís
1142;llegir;imperfet;subjuntiu;2;singular;llegissis
1143;llegir;imperfet;subjuntiu;3;singular;llegís
1144;llegir;imperfet;subjuntiu;1;plural;llegíssim
1145;llegir;imperfet;subjuntiu;2;plural;llegíssiu
1146;llegir;imperfet;subjuntiu;3;plural;llegissin
1147;llegir;futur;indicatiu;1;singular;llegiré
1148;llegir;futur;indicatiu;2;singular;llegiràs
1149;llegir;futur;indicatiu;3;singular;llegirà
1150;llegir;futur;indicatiu;1;plural;llegirem
1151;llegir;futur;indicatiu;2;plural;llegireu
1152;llegir;futur;indicatiu;3;plural;llegiran
1153;llegir;condicional;indicatiu;1;singular;llegiria
1154;llegir;condicional;indicatiu;2;singular;llegiries
1155;llegir;condicional;indicatiu;3;singular;llegiria
1156;llegir;condicional;indicatiu;1;plural;llegiríem
1157;llegir;condicional;indicatiu;2;plural;llegiríeu
1158;llegir;condicional;indicatiu;3;plural;llegirien
1159;llegir;participi;;;;llegit
1160;llegir;gerundi;;;;llegint
1161;fregir;present;indicatiu;1;singular;fregeixo
1162;fregir;present;indicatiu;2;singular;fregeixes
1163;fregir;present;indicatiu;3;singular;fregeix
1164;fregir;present;indicatiu;1;plural;fregim
1165;fregir;present;indicatiu;2;plural;fregiu
1166;fregir;present;indicatiu;3;plural;fregeixen
1167;fregir;present;subjuntiu;1;singular;fregeixi
1168;fregir;present;subjuntiu;2;singular;fregeixis
1169;fregir;present;subjuntiu;3;singular;fregeixi
1170;fregir;present;subjuntiu;1;plural;fregim
1171;fregir;present;subjuntiu;2;plural;fregiu
1172;fregir;present;subjuntiu;3;plural;fregeixin
1173;fregir;present;imperatiu;2;singular;fregeix
1174;fregir;present;imperatiu;2;plural;fregiu
1175;fregir;imperfet;indicatiu;1;singular;fregia
1176;fregir;imperfet;indicatiu;2;singular;fregies
1177;fregir;imperfet;indicatiu;3;singular;fregia
1178;fregir;imperfet;indicatiu;1;plural;fregíem
1179;fregir;imperfet;indicatiu;2;plural;fregíeu
1180;fregir;imperfet;indicatiu;3;plural;fregien
1181;fregir;imperfet;subjuntiu;1;singular;fregís
1182;fregir;imperfet;subjuntiu;2;singular;fregissis
1183;fregir;imperfet;subjuntiu;3;singular;fregís
1184;fregir;imperfet;subjuntiu;1;plural;fregíssim
1185;fregir;imperfet;subjuntiu;2;plural;fregíssiu
1186;fregir;imperfet;subjuntiu;3;plural;fregissin
1187;fregir;futur;indicatiu;1;singular;fregiré
1188;fregir;futur;indicatiu;2;singular;fregiràs
1189;fregir;futur;indicatiu;3;singular;fregirà
1190;fregir;futur;indicatiu;1;plural;fregirem
1191;fregir;futur;indicatiu;2;plural;fregireu
1192;fregir;futur;indicatiu;3;plural;fregiran
1193;fregir;condicional;indicatiu;1;singular;fregiria
1194;fregir;condicional;indicatiu;2;singular;fregiries
1195;fregir;condicional;indicatiu;3;singular;fregiria
1196;fregir;condicional;indicatiu;1;plural;fregiríem
1197;fregir;condicional;indicatiu;2;plural;fregiríeu
1198;fregir;condicional;indicatiu;3;plural;fregirien
1199;fregir;participi;;;;fregit
1200;fregir;gerundi;;;;fregint
1201;gaudir;present;indicatiu;1;singular;gaudeixo
1202;gaudir;present;indicatiu;2;singular;gaudeixes
1203;gaudir;present;indicatiu;3;singular;gaudeix
1204;gaudir;present;indicatiu;1;plural;gaudim
1205;gaudir;present;indicatiu;2;plural;gaudiu
1206;gaudir;present;indicatiu;3;plural;gaudeixen
1207;gaudir;present;subjuntiu;1;singular;gaudeixi
1208;gaudir;present;subjuntiu;2;singular;gaudeixis
1209;gaudir;present;subjuntiu;3;singular;gaudeixi
1210;gaudir;present;subjuntiu;1;plural;gaudim
1211;gaudir;present;subjuntiu;2;plural;gaudiu
1212;gaudir;present;subjuntiu;3;plural;gaudeixin
1213;gaudir;present;imperatiu;2;singular;gaudeix
1214;gaudir;present;imperatiu;2;plural;gaudiu
1215;gaudir;imperfet;indicatiu;1;singular;gaudia
1216;gaudir;imperfet;indicatiu;2;singular;gaudies
1217;gaudir;imperfet;indicatiu;3;singular;gaudia
1218;gaudir;imperfet;indicatiu;1;plural;gaudíem
1219;gaudir;imperfet;indicatiu;2;plural;gaudíeu
1220;gaudir;imperfet;indicatiu;3;plural;gaudien
1221;gaudir;imperfet;subjuntiu;1;singular;gaudís
1222;gaudir;imperfet;subjuntiu;2;singular;gaudissis
1223;gaudir;imperfet;subjuntiu;3;singular;gaudís
1224;gaudir;imperfet;subjuntiu;1;plural;gaudíssim
1225;gaudir;imperfet;subjuntiu;2;plural;gaudíssiu
1226;gaudir;imperfet;subjuntiu;3;plural;gaudissin
1227;gaudir;futur;indicatiu;1;singular;gaudiré
1228;gaudir;futur;indicatiu;2;singular;gaudiràs
1229;gaudir;futur;indicatiu;3;singular;gaudirà
1230;gaudir;futur;indicatiu;1;plural;gaudirem
1231;gaudir;futur;indicatiu;2;plural;gaudireu
1232;gaudir;futur;indicatiu;3;plural;gaudiran
1233;gaudir;condicional;indicatiu;1;singular;gaudiria
1234;gaudir;condicional;indicatiu;2;singular;gaudiries
1235;gaudir;condicional;indicatiu;3;singular;gaudiria
1236;gaudir;condicional;indicatiu;1;plural;gaudiríem
1237;gaudir;condicional;indicatiu;2;plural;gaudiríeu
1238;gaudir;condicional;indicatiu;3;plural;gaudirien
1239;gaudir;participi;;;;gaudit
1240;gaudir;gerundi;;;;gaudint
1241;partir;present;indicatiu;1;singular;parteixo
1242;partir;present;indicatiu;2;singular;parteixes
1243;partir;present;indicatiu;3;singular;parteix
1244;partir;present;indicatiu;1;plural;partim
1245;partir;present;indicatiu;2;plural;partiu
1246;partir;present;indicatiu;3;plural;parteixen
1247;partir;present;subjuntiu;1;singular;parteixi
1248;partir;present;subjuntiu;2;singular;parteixis
1249;partir;present;subjuntiu;3;singular;parteixi
1250;partir;present;subjuntiu;1;plural;partim
1251;partir;present;subjuntiu;2;plural;partiu
1252;partir;present;subjuntiu;3;plural;parteixin
1253;partir;present;imperatiu;2;singular;parteix
1254;partir;present;imperatiu;2;plural;partiu
1255;partir;imperfet;indicatiu;1;singular;partia
1256;partir;imperfet;indicatiu;2;singular;parties
1257;partir;imperfet;indicatiu;3;singular;partia
1258;partir;imperfet;indicatiu;1;plural;partíem
1259;partir;imperfet;indicatiu;2;plural;partíeu
1260;partir;imperfet;indicatiu;3;plural;partien
1261;partir;imperfet;subjuntiu;1;singular;partís
1262;partir;imperfet;subjuntiu;2;singular;partissis
1263;partir;imperfet;subjuntiu;3;singular;partís
1264;partir;imperfet;subjuntiu;1;plural;partíssim
1265;partir;imperfet;subjuntiu;2;plural;partíssiu
1266;partir;imperfet;subjuntiu;3;plural;partissin
1267;partir;futur;indicatiu;1;singular;partiré
1268;partir;futur;indicatiu;2;singular;partiràs
1269;partir;futur;indicatiu;3;singular;partirà
1270;partir;futur;indicatiu;1;plural;partirem
1271;partir;futur;indicatiu;2;plural;partireu
1272;partir;futur;indicatiu;3;plural;partiran
1273;partir;condicional;indicatiu;1;singular;partiria
1274;partir;condicional;indicatiu;2;singular;partiries
1275;partir;condicional;indicatiu;3;singular;partiria
1276;partir;condicional;indicatiu;1;plural;partiríem
1277;partir;condicional;indicatiu;2;plural;partiríeu
1278;partir;condicional;indicatiu;3;plural;partirien
1279;partir;participi;;;;partit
1280;partir;gerundi;;;;partint
1281;servir;present;indicatiu;1;singular;serveixo
1282;servir;present;indicatiu;2;singular;serveixes
1283;servir;present;indicatiu;3;singular;serveix
1284;servir;present;indicatiu;1;plural;servim
1285;servir;present;indicatiu;2;plural;serviu
1286;servir;present;indicatiu;3;plural;serveixen
1287;servir;present;subjuntiu;1;singular;serveixi
1288;servir;present;subjuntiu;2;singular;serveixis
1289;servir;present;subjuntiu;3;singular;serveixi
1290;servir;present;subjuntiu;1;plural;servim
1291;servir;present;subjuntiu;2;plural;serviu
1292;servir;present;subjuntiu;3;plural;serveixin
1293;servir;present;imperatiu;2;singular;serveix
1294;servir;present;imperatiu;2;plural;serviu
1295;servir;imperfet;indicatiu;1;singular;servia
1296;servir;imperfet;indicatiu;2;singular;servies
1297;servir;imperfet;indicatiu;3;singular;servia
1298;servir;imperfet;indicatiu;1;plural;servíem
1299;servir;imperfet;indicatiu;2;plural;servíeu
1300;servir;imperfet;indicatiu;3;plural;servien
1301;servir;imperfet;subjuntiu;1;singular;servís
1302;servir;imperfet;subjuntiu;2;singular;servissis
1303;servir;imperfet;subjuntiu;3;singular;servís
1304;servir;imperfet;subjuntiu;1;plural;servíssim
1305;servir;imperfet;subjuntiu;2;plural;servíssiu
1306;servir;imperfet;subjuntiu;3;plural;servissin
1307;servir;futur;indicatiu;1;singular;serviré
1308;servir;futur;indicatiu;2;singular;serviràs
1309;servir;futur;indicatiu;3;singular;servirà
1310;servir;futur;indicatiu;1;plural;servirem
1311;servir;futur;indicatiu;2;plural;servireu
1312;servir;futur;indicatiu;3;plural;serviran
1313;servir;condicional;indicatiu;1;singular;serviria
1314;servir;condicional;indicatiu;2;singular;serviries
1315;servir;condicional;indicatiu;3;singular;serviria
1316;servir;condicional;indicatiu;1;plural;serviríem
1317;servir;condicional;indicatiu;2;plural;serviríeu
1318;servir;condicional;indicatiu;3;plural;servirien
1319;servir;participi;;;;servit
1320;servir;gerundi;;;;servint
